id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2019-1116578,2019-10-02,1,Vente,125000.0,16.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0209,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,73.0,5.0,S,sols,None,None,196.0,1.086504,49.396959,000AE
2019-1115890,2019-09-06,1,Vente,168000.0,22.0,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0265,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,241.0,1.088417,49.396652,000AE
2019-1115890,2019-09-06,1,Vente,168000.0,,None,RUE DE PRAGUE,2110,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0266,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1245.0,1.0881,49.39662,000AE
2019-1115965,2019-08-30,1,Vente,185000.0,9.0,None,RUE DE WASHINGTON,2440,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0115,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,244.0,1.084737,49.396485,000AE
2019-1115886,2019-08-28,1,Vente,97500.0,4.0,None,RUE DE ROME,2230,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0063,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,206.0,1.084205,49.396196,000AE
2019-1115615,2019-08-09,1,Vente,156900.0,11.0,None,RUE DE BELGRADE,250,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0157,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,235.0,1.085387,49.397037,000AE
2019-1115615,2019-08-09,1,Vente,156900.0,,None,RUE EMILE KAHN,740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0156,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,840.0,1.085562,49.397154,000AE
2019-1115191,2019-07-31,1,Vente,135000.0,12.0,None,RUE DE BRUXELLES,340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0083,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,202.0,1.083695,49.39661,000AE
2019-1115298,2019-07-31,1,Vente,246000.0,7.0,None,IMP CAMILLE PISSARO,365,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0391,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,114.0,5.0,S,sols,None,None,478.0,1.084694,49.392279,000AE
2019-1115298,2019-07-31,1,Vente,246000.0,5000.0,None,AV ANTOINE DE ST EXUPERY,150,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0601,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,S,sols,None,None,4365.0,1.084607,49.392545,000AE
2019-1115082,2019-07-25,1,Vente,147930.0,30.0,None,RUE DES ANEMONES,130,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0573,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,353.0,1.088493,49.392358,000AE
2019-1115100,2019-07-18,1,Vente,132800.0,34.0,None,RUE DE MOSCOU,1740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0124,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.085232,49.396029,000AE
2019-1114752,2019-07-05,1,Vente,163000.0,6.0,None,RUE DE ROME,2230,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0062,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,208.0,1.084047,49.396142,000AE
2019-1114568,2019-07-04,1,Vente,120000.0,28.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0202,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,248.0,1.087236,49.396529,000AE
2019-1114085,2019-06-17,1,Vente,220000.0,5.0,None,RUE DE LISBONNE,1498,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0659,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,137.0,5.0,S,sols,None,None,499.0,1.087432,49.395171,000AE
2019-1114063,2019-06-11,1,Vente,213100.0,13.0,None,RUE CLAUDE MONET,495,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0431,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,113.0,6.0,AG,terrains d'agrément,None,None,491.0,1.084469,49.393358,000AE
2019-1114063,2019-06-11,1,Vente,213100.0,13.0,None,RUE CLAUDE MONET,495,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0431,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,113.0,6.0,S,sols,None,None,263.0,1.084469,49.393358,000AE
2019-1113389,2019-04-30,1,Vente,240000.0,82.0,None,RUE DE STOCKHOLM,2350,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0587,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,97.0,4.0,S,sols,None,None,449.0,1.088571,49.393933,000AE
2019-1113460,2019-04-30,1,Vente,125000.0,32.0,None,RUE DE MOSCOU,1740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0125,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,241.0,1.085407,49.396051,000AE
2019-1113104,2019-04-01,1,Vente,135800.0,13.0,None,RUE DE VIENNE,2410,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0186,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.086411,49.3963,000AE
2019-1112734,2019-03-08,1,Vente,252000.0,26.0,None,RUE DU BOIS FOURNEAU,295,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0424,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,87.0,4.0,S,sols,None,None,632.0,1.082909,49.392295,000AE
2019-1111920,2019-02-08,1,Vente,240000.0,11.0,None,IMP ALFRED SISLEY,45,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0382,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,74.0,4.0,S,sols,None,None,531.0,1.08594,49.392419,000AE
2019-1111920,2019-02-08,1,Vente,240000.0,5000.0,None,AV ANTOINE DE ST EXUPERY,150,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0601,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,S,sols,None,None,4365.0,1.084607,49.392545,000AE
2019-1111753,2019-01-25,1,Vente,167000.0,2.0,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0235,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,194.0,1.08793,49.397715,000AE
2019-1111786,2019-01-25,1,Vente,169000.0,1.0,None,RUE DE VIENNE,2410,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0180,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,240.0,1.086238,49.396825,000AE
2019-1111796,2019-01-11,1,Vente,167000.0,7.0,None,RUE EMILE KAHN,740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0289,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.088674,49.397761,000AE
2019-1111796,2019-01-11,1,Vente,167000.0,,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0282,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,850.0,1.088677,49.397522,000AE
2018-1036466,2018-12-07,1,Vente,130000.0,15.0,None,RUE DE BRUXELLES,340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0072,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,207.0,1.083533,49.396307,000AE
2018-1036029,2018-11-12,1,Vente,177000.0,30.0,None,RUE DU BOIS FOURNEAU,295,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0420,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,82.0,3.0,S,sols,None,None,525.0,1.083119,49.392827,000AE
2018-1035627,2018-10-29,1,Vente,135000.0,8.0,None,RUE DE BELGRADE,250,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0140,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,198.0,1.085063,49.396619,000AE
2018-1035933,2018-10-26,1,Vente,165000.0,19.0,None,RUE DE WASHINGTON,2440,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0120,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,244.0,1.084846,49.396077,000AE
2018-1034443,2018-08-14,1,Vente,164000.0,16.0,None,RUE DE MOSCOU,1740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0194,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.087185,49.396256,000AE
2018-1034342,2018-08-08,1,Vente,205000.0,8.0,None,RUE DES GIROFLEES,1048,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0565,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,84.0,3.0,S,sols,None,None,356.0,1.08752,49.392854,000AE
2018-1034097,2018-07-31,1,Vente,200000.0,9.0,None,RUE DE L OREE DU ROUVRAY,1805,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0371,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,136.0,7.0,S,sols,None,None,530.0,1.085586,49.393064,000AE
2018-1034097,2018-07-31,1,Vente,200000.0,5000.0,None,AV ANTOINE DE ST EXUPERY,150,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0601,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,S,sols,None,None,4365.0,1.084607,49.392545,000AE
2018-1034027,2018-07-30,1,Vente,202500.0,9.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0224,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,117.0,5.0,S,sols,None,None,242.0,1.08691,49.397274,000AE
2018-1034252,2018-07-27,1,Vente,153000.0,18.0,None,RUE DE MOSCOU,1740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0193,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,240.0,1.087026,49.396237,000AE
2018-1033608,2018-07-12,1,Vente,142000.0,22.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0205,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,248.0,1.086872,49.396498,000AE
2018-1033482,2018-07-06,1,Vente,135000.0,15.0,None,RUE DES GIROFLEES,1048,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0571,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,150.0,6.0,S,sols,None,None,648.0,1.088196,49.392778,000AE
2018-1033708,2018-07-05,1,Vente,180000.0,5.0,None,RUE EMILE KAHN,740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0290,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.088788,49.397739,000AE
2018-1033708,2018-07-05,1,Vente,180000.0,,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0282,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,850.0,1.088677,49.397522,000AE
2018-1033469,2018-07-02,1,Vente,192550.0,29.0,None,RUE JEAN MOULIN,1325,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0471,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,478.0,1.087612,49.394213,000AE
2018-1032814,2018-05-31,1,Vente,177000.0,8.0,None,RUE DE PRAGUE,2110,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0244,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.087443,49.397307,000AE
2018-1032500,2018-05-23,1,Vente,130000.0,7.0,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0285,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,245.0,1.088433,49.397552,000AE
2018-1032500,2018-05-23,1,Vente,130000.0,,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0282,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,850.0,1.088677,49.397522,000AE
2018-1032429,2018-04-27,1,Vente,180000.0,26.0,None,AV D AMSTERDAM,110,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0277,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,92.0,5.0,S,sols,None,None,202.0,1.088945,49.396977,000AE
2018-1031952,2018-04-19,1,Vente,115000.0,19.0,None,RUE EMILE KAHN,740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0229,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,243.0,1.087156,49.397545,000AE
2018-1032011,2018-03-30,1,Vente,110000.0,5.0,None,RUE DE BELGRADE,250,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0160,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,190.0,1.085355,49.397252,000AE
2018-1032011,2018-03-30,1,Vente,110000.0,,None,RUE EMILE KAHN,740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0156,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,840.0,1.085562,49.397154,000AE
2018-1031750,2018-03-19,1,Vente,157000.0,3.0,None,RUE DE BELGRADE,250,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0161,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,196.0,1.085347,49.397359,000AE
2018-1031493,2018-03-15,1,Vente,146000.0,3.0,None,RUE DE VIENNE,2410,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0181,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,246.0,1.086255,49.396765,000AE
2018-1030771,2018-01-29,1,Vente,42336.0,11.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0223,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,245.0,1.0869,49.397209,000AE
2018-1030517,2018-01-08,1,Vente,159000.0,22.0,None,RUE D HELSINKI,1140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0265,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,241.0,1.088417,49.396652,000AE
2018-1030517,2018-01-08,1,Vente,159000.0,,None,RUE DE PRAGUE,2110,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0266,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1245.0,1.0881,49.39662,000AE
2017-545457,2017-11-30,1,Vente,239000.0,31.0,None,RUE JEAN MOULIN,1325,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0470,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,160.0,6.0,S,sols,None,None,360.0,1.087917,49.394217,000AE
2017-545313,2017-11-24,1,Vente,292000.0,7.0,None,RUE DE LISBONNE,1498,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0660,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,127.0,5.0,S,sols,None,None,580.0,1.087562,49.394958,000AE
2017-545456,2017-11-09,1,Vente,176000.0,26.0,None,RUE DES ANEMONES,130,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0576,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,92.0,5.0,S,sols,None,None,541.0,1.08878,49.392593,000AE
2017-544897,2017-10-30,1,Vente,92000.0,6.0,None,RUE DE BRUXELLES,340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0086,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,196.0,1.084028,49.396672,000AE
2017-544563,2017-10-02,1,Vente,135000.0,22.0,None,RUE DE VIENNE,2410,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0134,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,198.0,1.085871,49.396407,000AE
2017-544277,2017-09-08,1,Vente,152000.0,20.0,None,RUE DE MOSCOU,1740,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0192,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,246.0,1.08695,49.396228,000AE
2017-544170,2017-08-29,1,Vente,162800.0,12.0,None,RUE DE VIENNE,2410,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0154,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,198.0,1.085744,49.396876,000AE
2017-543713,2017-08-25,1,Vente,231000.0,14.0,None,RUE DES GIROFLEES,1048,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0678,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,133.0,5.0,S,sols,None,None,536.0,1.087289,49.392661,000AE
2017-543713,2017-08-25,1,Vente,231000.0,16.0,None,RUE DES GIROFLEES,1048,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0677,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,15.0,1.087438,49.39264,000AE
2017-543453,2017-07-31,1,Vente,160000.0,7.0,None,RUE DE LONDRES,1500,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0225,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,80.0,5.0,S,sols,None,None,242.0,1.086877,49.397378,000AE
2017-543034,2017-07-18,1,Vente,190000.0,44.0,None,RUE DE STOCKHOLM,2350,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0526,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,100.0,5.0,S,sols,None,None,236.0,1.088436,49.395546,000AE
2017-543033,2017-07-11,1,Vente,162000.0,26.0,None,RUE MARCEL PAUL,1592,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AE0477,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,90.0,4.0,S,sols,None,None,335.0,1.08675,49.393394,000AE
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,48.0,2.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,66.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,66.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,48.0,2.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,66.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,66.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,2,Appartement,78.0,4.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,2,Appartement,48.0,2.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,2,Appartement,65.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
2021-1180278,2021-04-29,1,Vente,1.0,1.0,None,RUE PIERRE LUGAT,1559,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AH0005,None,None,None,None,None,None,None,None,None,None,None,None,0,2,Appartement,65.0,3.0,S,sols,None,None,15640.0,1.089459,49.394605,000AH
